PathName	node_name
noname_tuan2	3020_5086
noname_tuan2	3021_5090
noname_tuan2	3016_5089
noname_tuan2	3021_5090
noname_tuan2	3011_5099
noname_tuan2	3002_5109
noname_tuan2	3000_5105
noname_tuan2	3002_5109
noname_tuan2	3007_5118
noname_tuan2	3015_5126
noname_tuan2	3025_5136
noname_tuan2	3034_5145
noname_tuan2	3044_5153
noname_tuan2	3053_5164
noname_tuan2	3062_5175
noname_tuan2	3069_5167
noname_tuan2	3079_5158
noname_tuan2	3088_5149
noname_tuan2	3097_5140
noname_tuan2	3109_5128
noname_tuan2	3104_5122
noname_tuan2	3109_5128
noname_tuan2	3107_5118
noname_tuan2	3109_5128
noname_tuan2	3097_5140
noname_tuan2	3094_5136
noname_tuan2	3097_5140
noname_tuan2	3088_5149
noname_tuan2	3079_5158
noname_tuan2	3069_5167
noname_tuan2	3062_5175
noname_tuan2	3071_5183
noname_tuan2	3080_5192
noname_tuan2	3089_5201
noname_tuan2	3093_5205
noname_tuan2	3103_5214
noname_tuan2	3112_5223
noname_tuan2	3123_5235
noname_tuan2	3131_5224
noname_tuan2	3139_5216
noname_tuan2	3148_5207
noname_tuan2	3156_5198
noname_tuan2	3165_5190
noname_tuan2	3156_5198
noname_tuan2	3148_5207
noname_tuan2	3139_5216
noname_tuan2	3131_5224
noname_tuan2	3123_5235
noname_tuan2	3112_5223
noname_tuan2	3103_5214
noname_tuan2	3093_5205
noname_tuan2	3089_5201
noname_tuan2	3080_5192
noname_tuan2	3071_5183
noname_tuan2	3062_5175
noname_tuan2	3053_5164
noname_tuan2	3044_5153
noname_tuan2	3034_5145
noname_tuan2	3025_5136
noname_tuan2	3015_5126
noname_tuan2	3007_5118
noname_tuan2	3002_5109
noname_tuan2	3011_5099
noname_tuan2	3021_5090
noname_tuan2	3030_5080
noname_tuan2	3041_5068
noname_tuan2	3050_5059
noname_tuan2	3059_5050
noname_tuan2	3068_5041
noname_tuan2	3077_5032
noname_tuan2	3085_5025
noname_tuan2	3094_5034
noname_tuan2	3099_5028
noname_tuan2	3104_5021
noname_tuan2	3112_5013
noname_tuan2	3121_5005
noname_tuan2	3129_4997
noname_tuan2	3138_4989
noname_tuan2	3146_4981
noname_tuan2	3154_4973
noname_tuan2	3162_4965
noname_tuan2	3170_4956
noname_tuan2	3177_4947
noname_tuan2	3185_4958
noname_tuan2	3197_4969
noname_tuan2	3206_4979
noname_tuan2	3216_4988
noname_tuan2	3225_4997
noname_tuan2	3235_5006
noname_tuan2	3244_5016
noname_tuan2	3254_5022
noname_tuan2	3245_5029
noname_tuan2	3240_5025
noname_tuan2	3245_5029
noname_tuan2	3236_5038
noname_tuan2	3228_5046
noname_tuan2	3220_5053
noname_tuan2	3211_5061
noname_tuan2	3203_5069
noname_tuan2	3195_5077
noname_tuan2	3187_5085
noname_tuan2	3180_5095
noname_tuan2	3173_5102
noname_tuan2	3166_5109
noname_tuan2	3176_5118
noname_tuan2	3185_5128
noname_tuan2	3194_5138
noname_tuan2	3203_5147
noname_tuan2	3213_5156
noname_tuan2	3203_5147
noname_tuan2	3194_5138
noname_tuan2	3185_5128
noname_tuan2	3176_5118
noname_tuan2	3166_5109
noname_tuan2	3158_5101
noname_tuan2	3150_5091
noname_tuan2	3140_5100
noname_tuan2	3130_5109
noname_tuan2	3119_5119
noname_tuan2	3130_5129
noname_tuan2	3138_5138
noname_tuan2	3141_5135
noname_tuan2	3138_5138
noname_tuan2	3148_5148
noname_tuan2	3158_5158
noname_tuan2	3167_5167
noname_tuan2	3176_5177
noname_tuan2	3183_5183
noname_tuan2	3184_5179
noname_tuan2	3183_5183
noname_tuan2	3190_5192
noname_tuan2	3197_5193
noname_tuan2	3190_5192
noname_tuan2	3183_5183
noname_tuan2	3186_5182
noname_tuan2	3183_5183
noname_tuan2	3176_5177
noname_tuan3	3170_4956
noname_tuan3	3177_4947
noname_tuan3	3185_4958
noname_tuan3	3197_4969
noname_tuan3	3206_4979
noname_tuan3	3216_4988
noname_tuan3	3225_4997
noname_tuan3	3235_5006
noname_tuan3	3244_5016
noname_tuan3	3254_5022
noname_tuan3	3260_5015
noname_tuan3	3266_5008
noname_tuan3	3262_5003
noname_tuan3	3266_5008
noname_tuan3	3260_5015
noname_tuan3	3254_5022
noname_tuan3	3245_5029
noname_tuan3	3240_5025
noname_tuan3	3245_5029
noname_tuan3	3236_5038
noname_tuan3	3228_5046
noname_tuan3	3220_5053
noname_tuan3	3211_5061
noname_tuan3	3203_5069
noname_tuan3	3195_5077
noname_tuan3	3187_5085
noname_tuan3	3180_5095
noname_tuan3	3173_5102
noname_tuan3	3166_5109
noname_tuan3	3158_5101
noname_tuan3	3150_5091
noname_tuan3	3142_5082
noname_tuan3	3133_5073
noname_tuan3	3124_5065
noname_tuan3	3133_5054
noname_tuan3	3135_5045
noname_tuan3	3133_5054
noname_tuan3	3124_5065
noname_tuan3	3116_5057
noname_tuan3	3109_5049
noname_tuan3	3101_5042
noname_tuan3	3094_5034
noname_tuan3	3085_5025
noname_tuan3	3076_5017
noname_tuan3	3067_5009
noname_tuan3	3059_5001
noname_tuan3	3050_4992
noname_tuan3	3053_4982
noname_tuan3	3050_4992
noname_tuan3	3042_4983
noname_tuan3	3035_4975
noname_tuan3	3028_4967
noname_tuan3	3028_4959
noname_tuan3	3028_4967
noname_tuan3	3035_4975
noname_tuan3	3042_4983
noname_tuan3	3050_4992
noname_tuan3	3059_5001
noname_tuan3	3067_5009
noname_tuan3	3076_5017
noname_tuan3	3085_5025
noname_tuan3	3077_5032
noname_tuan3	3068_5041
noname_tuan3	3059_5050
noname_tuan3	3050_5059
noname_tuan3	3041_5068
noname_tuan3	3030_5080
noname_tuan3	3021_5090
noname_tuan3	3020_5086
noname_tuan3	3021_5090
noname_tuan3	3016_5089
noname_tuan3	3021_5090
noname_tuan3	3011_5099
noname_tuan3	3002_5109
noname_tuan3	3000_5105
noname_tuan3	3002_5109
noname_tuan3	3007_5118
noname_tuan3	3015_5126
noname_tuan3	3025_5136
noname_tuan3	3034_5145
noname_tuan3	3044_5153
noname_tuan3	3053_5164
noname_tuan3	3062_5175
noname_tuan3	3069_5167
noname_tuan3	3079_5158
noname_tuan3	3088_5149
noname_tuan3	3097_5140
noname_tuan3	3109_5128
noname_tuan3	3119_5119
noname_tuan3	3130_5109
noname_tuan3	3140_5100
noname_tuan3	3130_5109
noname_tuan3	3119_5119
noname_tuan3	3130_5129
noname_tuan3	3138_5138
noname_tuan3	3141_5135
noname_tuan3	3138_5138
noname_tuan3	3148_5148
noname_tuan3	3158_5158
noname_tuan3	3167_5167
noname_tuan3	3176_5177
noname_tuan3	3183_5183
noname_tuan3	3184_5179
noname_tuan3	3183_5183
noname_tuan3	3190_5192
noname_tuan3	3197_5193
noname_tuan3	3190_5192
noname_tuan3	3183_5183
noname_tuan3	3186_5182
noname_tuan3	3183_5183
noname_tuan3	3176_5177
noname_tuan3	3165_5190
noname_tuan3	3156_5198
noname_tuan3	3148_5207
noname_tuan3	3139_5216
noname_tuan3	3131_5224
noname_tuan3	3123_5235
noname_tuan3	3112_5223
noname_tuan3	3103_5214
noname_tuan3	3093_5205
noname_tuan3	3089_5201
noname_tuan3	3080_5192
noname_tuan3	3071_5183
noname_tuan3	3080_5192
noname_tuan3	3089_5201
noname_tuan3	3093_5205
noname_tuan3	3103_5214
noname_tuan3	3112_5223
noname_tuan3	3123_5235
noname_tuan3	3131_5224
noname_tuan3	3139_5216
noname_tuan3	3148_5207
noname_tuan3	3156_5198
noname_tuan3	3165_5190
noname_tuan3	3176_5177
noname_tuan3	3167_5167
noname_tuan3	3158_5158
noname_tuan3	3148_5148
noname_tuan3	3138_5138
noname_tuan3	3130_5129
noname_tuan3	3119_5119
noname_tuan3	3109_5128
noname_tuan3	3104_5122
noname_tuan3	3109_5128
noname_tuan3	3107_5118
noname_tuan3	3109_5128
noname_tuan3	3097_5140
noname_tuan3	3094_5136
noname_tuan3	3097_5140
noname_tuan3	3088_5149
noname_tuan3	3079_5158
noname_tuan3	3069_5167
noname_tuan3	3062_5175
noname_tuan3	3053_5164
noname_tuan3	3044_5153
noname_tuan3	3034_5145
noname_tuan3	3025_5136
noname_tuan3	3015_5126
noname_tuan3	3007_5118
noname_tuan3	3002_5109
noname_tuan3	3011_5099
noname_tuan3	3021_5090
noname_tuan3	3030_5080
noname_tuan3	3041_5068
noname_tuan3	3050_5059
noname_tuan3	3059_5050
noname_tuan3	3068_5041
noname_tuan3	3077_5032
noname_tuan3	3085_5025
noname_tuan3	3094_5034
noname_tuan3	3099_5028
noname_tuan3	3104_5021
noname_tuan3	3112_5013
noname_tuan3	3121_5005
noname_tuan3	3129_4997
noname_tuan3	3138_4989
noname_tuan3	3146_4981
noname_tuan3	3154_4973
noname_tuan3	3162_4965
noname_tuan3	3154_4973
noname_tuan3	3146_4981
noname_tuan3	3138_4989
noname_tuan3	3129_4997
noname_tuan3	3126_4994
noname_tuan3	3129_4997
noname_tuan3	3121_5005
noname_tuan3	3112_5013
noname_tuan3	3104_5021
noname_tuan3	3099_5028
noname_tuan3	3094_5034
noname_tuan3	3101_5042
noname_tuan3	3109_5049
noname_tuan3	3116_5057
noname_tuan3	3124_5065
noname_tuan3	3133_5073
noname_tuan3	3142_5082
noname_tuan3	3150_5073
noname_tuan3	3153_5066
noname_tuan3	3150_5073
noname_tuan3	3155_5076
noname_tuan3	3150_5073
noname_tuan3	3142_5082
noname_tuan3	3150_5091
noname_tuan3	3158_5101
noname_tuan3	3166_5109
noname_tuan3	3176_5118
noname_tuan3	3185_5128
noname_tuan3	3194_5138
noname_tuan3	3203_5147
noname_tuan3	3213_5156
noname_tuan3	3203_5147
noname_tuan3	3194_5138
noname_tuan3	3185_5128
noname_tuan3	3176_5118
noname_tuan3	3166_5109
noname_tuan3	3173_5102
noname_tuan3	3180_5095
noname_tuan3	3187_5085
noname_tuan3	3195_5077
noname_tuan3	3203_5069
noname_tuan3	3211_5061
noname_tuan3	3220_5053
noname_tuan3	3228_5046
noname_tuan3	3236_5038
noname_tuan3	3245_5029
noname_tuan3	3254_5022
noname_tuan3	3244_5016
noname_tuan3	3235_5006
noname_tuan3	3225_4997
noname_tuan3	3216_4988
noname_tuan3	3206_4979
noname_tuan3	3197_4969
noname_tuan3	3185_4958
noname_tuan3	3177_4947
noname_tuan3	3179_4946
noname_tuan3	3177_4947
noname_tuan3	3170_4956
